Mode,SIO2(WT%),TIO2(WT%),AL2O3(WT%),FEOT(WT%),CAO(WT%),MGO(WT%),MNO(WT%),K2O(WT%),NA2O(WT%),P2O5(WT%),LOI(WT%),SC(PPM),TI(PPM),V(PPM),CR(PPM),MN(PPM),CO(PPM),NI(PPM),CU(PPM),ZN(PPM),GA(PPM),RB(PPM),SR(PPM),Y(PPM),ZR(PPM),NB(PPM),CS(PPM),BA(PPM),LA(PPM),CE(PPM),PR(PPM),ND(PPM),SM(PPM),EU(PPM),GD(PPM),TB(PPM),DY(PPM),HO(PPM),ER(PPM),TM(PPM),YB(PPM),LU(PPM),HF(PPM),TA(PPM),PB(PPM),TH(PPM),U(PPM),ND143_ND14,SR87_SR86,PB206_PB20,PB207_PB20,PB208_PB20,Ba/Th,La (PM),Sm (PM),La/Sm (PM),Crustal Thickness
Normal,54.92,1.11,17.97,8.32,7.71,3.04,0.16,1.83,3.31,0.26,0.32,11,,,15,,17,,,,19,52,507,21,150,10,,463,21,46,,23,,,,,,,,,,,,,10,,,,,,,,,30.56768559,0,,64.66000366
Normal,54.93,1.04,18.83,7.42,8.96,2.64,0.14,0.65,3.67,0.18,0.95,26,,214,7.7,,18,6,,85,19,17,396,25,98,3.6,1.2,222,8.1,19,3.1,14,3.4,1.1,3.7,,4,0.85,2.6,,2.4,0.37,2.7,0.23,8.9,1.9,0.48,,,,,,116.8421053,11.79039301,7.657657658,1.539686617,36
Normal,54.93,0.94,18.06,6.82,5.71,1.72,0.08,4.46,3.62,0.43,2.45,23.02,,160,140.3,,28.1,66,,,,75,562,24,176,18,2.4,524,27.7,56,,29,6.36,2.06,,0.8,,,,,2.8,0.4,4.3,1.2,6,2.5,0.7,,,,,,209.6,40.3202329,14.32432432,2.814808712,70.16999817
Normal,54.99,1.18,18.13,7.84,7.34,3.37,0.14,1.75,3.6,0.32,0.17,12,,,26,,22,,,,22,46,602,18,151,11,,592,25,53,6.3,26,5.7,1.6,4.8,0.76,3.9,0.69,1.8,0.23,1.5,0.22,5,,12,,4,,,,,,,36.39010189,12.83783784,2.834597411,64.66000366
Normal,55.06,1.18,16.56,10.22,8.1,3.92,0.16,0.81,3.79,0.21,0.42,32.8,,300,28.6,,25.9,13.6,63,94,20.2,19.5,438,25.4,101,2.11,1.8,236,8.83,21.8,3.11,14.7,3.86,1.19,4.17,0.689,4.4,0.916,2.57,0.387,2.58,0.39,2.66,0.123,8.09,1.64,0.568,0.512884,0.704019,18.5882,15.6077,38.4963,143.902439,12.85298399,8.693693694,1.478426138,39.16999817
Normal,55.07,1.85,15.18,8.02,8.06,6.43,0.14,0.35,3.65,0.16,0.2,13,,229,210,,27,100,30,60,19,9,353,15.7,85,10.5,0,212,7.13,15,2.1,11,3.81,1.43,4.37,0.64,3.42,0.59,1.46,0.201,1.16,0.131,2.3,0.62,,0.65,0.17,,,,,,326.1538462,10.37845706,8.581081081,1.209457988,36
Normal,55.12982362,1.798706831,14.819,9.78335,7.811217755,6.612401128,0.14,0.549585256,3.515618612,0.22,,18.11112063,,,234.9084533,,42.92112136,184.3712229,,,,12.16,352.5140079,19.32,94.26,7.3,1.031243868,144.4997601,8.438804728,20.65787886,,12.955,4.137005053,1.414806545,4.211,0.681,3.652,0.679,1.663,0.242,1.413050013,0.219,2.434766027,0.539734325,2.491,1.439078621,0.381433548,0.512631,0.704665,18.535,15.643,38.644,100.4113034,12.28355856,9.317578948,1.318320845,34
Normal,55.138048,0.989736,18.9988,7.067,7.3646,2.466383,0.1526,2.0342,4.5658,0.4367904,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,0,0,,37
Normal,55.14,0.98,16.45,6.84,7.11,4.99,0.11,2.29,3.48,0.22,0.68,19.2,,178,217,,28.1,39,41,93,,54.37,503,16.9,153,6.84,,688,23.2,46.67,5.73,23.12,4.47,1.18,3.92,0.56,3.22,0.64,1.76,0.25,1.61,0.26,3.73,0.48,6.66,4.7,1.21,0.512407,0.706104,,,,146.3829787,33.77001456,10.06756757,3.354337016,66.12999725
Normal,55.15,0.98,18.4,7.46,7.44,3.37,0.16,1.49,3.44,0.36,1.15,11.6,,,4,,18,7,,,22,35,604,22,224,12.7,1.24,516,25,54,6.7,28,6,1.8,5.4,0.84,4.6,0.85,2.4,0.32,2.2,0.34,5.4,0.83,12.1,3.17,0.91,,,,,,162.7760252,36.39010189,13.51351351,2.69286754,64.66000366
Normal,55.17,0.88,16.2,6.82,7.1,5.5,0.11,1.55,3.57,0.23,0.67,18.3,,184,267,,26.7,57,37,101,,31.44,558,15.4,121,6.53,,550,16.92,36.48,4.68,19.61,4.15,1.09,3.52,0.54,2.97,0.6,1.64,0.23,1.49,0.23,3.37,0.39,8.97,2.17,0.46,0.512374,0.706672,,,,253.4562212,24.62882096,9.346846847,2.63498711,66.12999725
Normal,55.1930247,0.9125424,17.5081302,8.878023,7.8481359,3.2737221,0.2476089,1.2113442,2.5399044,0.2554992,1.660839161,29.13039169,,192.357,27.225,,,5.94,21.285,111.969,18.414,23.62698997,372.037335,22.46654556,69.62203824,3.922775869,0.944813019,958.6890072,7.876374687,16.2562523,2.449630139,11.17998281,3.135316546,1.069917202,3.724230552,0.642074009,4.179180707,0.892965521,2.465742261,0.363138875,2.313834488,0.378975066,2.051303599,0.294295811,4.351414715,1.426396423,0.714111249,,,,,,672.1055884,11.4648831,7.061523752,1.623570705,42
Normal,55.2,1.21,17.87,7.93,6.69,4.12,0.19,1.85,3.3,0.29,1.27,14,,,45,,23,16,,,19,41,493,19,146,12,,579,22,53,,24,,,,,,,,,,,,,,,,,,,,,,32.02328967,0,,64.66000366
Normal,55.2,1.22,17.2,7.3,7.07,4.3,0.118,2.02,4.05,0.385,,10.00295858,,120.2314961,57,,18.72074883,35.1242236,63.04988124,122,23,85.3875,813.2307692,15.35581395,223.6006547,9.208348063,0.799407555,925.1980983,49.48431215,101.2046784,12.43583062,46.46645367,8.268967742,1.670537262,6.717607973,0.636387435,3.444422111,0.500628319,1.569786096,0.156090747,1.13994941,0.141483871,6.233502538,0.50756428,15.3015025,6.057337884,1.260805369,0.512326,0.706419,18.15068692,15.58744552,38.47387145,152.7400512,72.02956645,18.62380122,3.867608207,47.75999832
Normal,55.2,0.767,17.8,6.21,5.31,3.64,0.13,1.28,4.13,0.246,,6.902584493,,114.8019458,12,,42.01936376,4.887202484,23.20547945,72.73729543,,65.52523364,498.0437618,14.37781109,153.2233883,7.892053973,1.246290801,757.3431734,19.41529235,38.95202952,4.725519288,18.07121662,3.521357345,0.910365399,3.180170181,0.451544838,2.714768884,0.531526134,1.548484848,0.219211081,1.458770615,0.231212121,4.090116279,1.157733538,9.375698324,7.521330441,1.989071038,0.512455,,18.56996133,15.64950524,38.75693004,100.6927138,28.26097868,7.930985011,3.563363017,60.84999847
Normal,55.23,1.09,17.89,8.16,7.69,2.98,0.16,1.79,3.39,0.25,0.54,13,,,15,,14,,,,20,50,500,24,152,10,7,455,22,46,5.7,24,5.6,1.5,5.2,0.82,4.9,0.91,2.6,0.39,2.5,0.37,4,,11,1,4,,,,,,455,32.02328967,12.61261261,2.538989395,64.66000366
Normal,55.25,1.16,18.27,7.83,7.18,3.26,0.14,1.69,3.42,0.31,0.87,12.5,,,8,,19,9,,,21,40,602,21,212,12.1,1.15,632,27,60,7.2,30,6.2,1.8,5.5,0.87,4.4,0.83,2.1,0.3,2,0.28,5,0.69,16.7,3.32,0.85,,,,,,190.3614458,39.30131004,13.96396396,2.814480913,64.66000366
Normal,55.25,1.07,14.73,8.27,6.98,7.8,0.16,2.63,3.14,0.42,,25.5,,,460,,38.4,132,,,,,526,,,,5.5,530,29.9,61.6,,30.6,6.28,1.58,,0.878,,,,,2.16,0.281,4.5,1.4,,7.1,2.2,,,,,,74.64788732,43.52256186,14.14414414,3.077072845,58
Normal,55.28,0.97,17.16,6.78,7.12,4.3,0.11,1.77,3.54,0.24,0.53,16.2,,187,68,,20.9,23,34,104,,35.65,615,17.6,132,7.24,,650,19.36,40.99,5.19,21.45,4.58,1.22,4.02,0.62,3.38,0.67,1.8,0.25,1.57,0.24,3.66,0.43,9.85,2.76,0.63,0.512372,0.706662,,,,235.5072464,28.18049491,10.31531532,2.73190824,66.12999725
Normal,55.28,1.43,17.09,6.8,6.5,3.36,0.1,2.05,5.16,0.61,0.29,,,184,50,,,30,,,,33,1171,14,192,21,,1174,51.5,102,12,41.4,7.3,2.02,5.9,0.7,3.4,0.6,1.5,,1.1,0.16,,,10,3.3,0.7,,,,,,355.7575758,74.9636099,16.44144144,4.55943052,51.70000076
Normal,55.29,0.828,16.64,7.17,7.76,5.32,0.133,1.18,3.43,0.226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.70611,,,,,0,0,,57.25
Normal,55.3,1.2,16.24,7.71,6.37,6.17,0.13,1.81,3.12,,,22.9,,,282,,12,105,,,,,515,,,,1.9,430,28.4,59.4,,32.6,6.19,1.44,,0.803,,,,,1.8,0.252,4.1,1.7,,6.5,1.9,0.512419,0.707298,18.939,15.636,38.964,66.15384615,41.33915575,13.94144144,2.96519954,59.59000015
Normal,55.3,1.305,16.8,7.48,7.17,3.94,0.121,2.27,3.7,0.364,,7.088838269,,100.1897533,23,,12.7482679,16.78571429,52.02733485,97.69911504,23,83.45177665,728.721174,10.60827251,147.9713604,5.874125874,1.918465228,1080.831409,42.42696629,91.35549872,10.55690073,39.21760391,6.266343826,1.431980907,4.51214128,0.473563218,2.396355353,0.397303371,1.024719101,0.132450331,0.779354839,0.1200883,4.367688022,0.327576602,13.30166271,8.221709007,1.649202733,0.512311,0.705983,18.11978025,15.54202886,38.42311241,131.4606742,61.75686505,14.113387,4.375765014,47.75999832
Normal,55.31,1.57,16.04,9.81,7.36,5.49,0.16,0.42,4.149895648,0.25,,18.32933037,,,186.0726456,,37.33871954,80.26306712,,,,,329.563155,,,,0.509190232,106.9052814,7.22277853,17.70448839,,13.28239845,3.968590909,1.286495164,,0.7390706,,,,,1.82561823,0.257172205,2.566633752,0.388984526,,1.40091354,0.29031528,,,,,,76.3111201,10.51350587,8.938267813,1.176235271,34
Normal,55.3177,1.06656,16.8468,7.58,7.6154,5.5045,0.1414,1.4544,3.1714,0.29189,0.08,24.8,,191.8,152.2,,,62.5,51.8,70.5,,34.7,471.2,25.8,166.6,7.1,,403.1,14.7,45.1,,23.7,,,,,,,,,,,,,10,3.8,2.4,,,,,,106.0789474,21.39737991,0,,39.16999817
Normal,55.32,0.92,19.03,7.22,8.56,3.74,0.15,0.64,3.36,0.13,,31.1,,261,17,,,10,,96,21.5,15.9,345,19.6,82,2.8,0.34,186,6.58,17.9,,10.8,2.86,0.97,,0.43,,,,,2.02,0.32,2.13,,9.2,1.1,,0.512744,0.704551,,,,169.0909091,9.577874818,6.441441441,1.486914832,36
Normal,55.35,1.14,13.64,,6.11,7.89,0.1,4.2,2.84,0.71,0.3,24.41,,149.71,406.91,,50.8,215.15,39.24,242.61,20.44,128.61,846.18,22.51,441.49,60.82,,1574.71,64.45,130.9,15,60.93,10.57,2.67,7.66,0.95,4.38,0.73,1.88,0.28,1.74,0.25,12.16,1.76,,12.26,2.45,,,,,,128.4429038,93.81368268,23.80630631,3.9407072,58
Normal,55.362,1.174,14.401,7.93,7.906,5.377,0.147,3.012,3.511,0.297,0.35,24.4488,,,311.588,,32.9278,59.658,,,,77,389,22,136,14,9.516,620,32.94,69.7108,,37.7346,6.8686,1.43106,,0.81008,,,,,2.19966,0.3233,4.4408,1.47254,,10.28704,3.05732,,,,,,60.27000964,47.94759825,15.46981982,3.099428359,58
Normal,55.37,1.063,16.03,7.21,6.94,5.12,0.135,1.735,3.32,0.283,-0.0435,24.7,,192.8,154.9,,,66.2,44.1,68.7,,43.9,403.5,30.2,205.6,8.5,,445.1,19.4,47.8,,24.5,,,,,,,,,,,,,,,,,,,,,,28.23871907,0,,39.16999817
Normal,55.38,1.52,16.14,9.77,7.31,5.39,0.12,0.49,3.976856163,0.15,,18.01574404,,,177.8746983,,37.72715606,87.24707117,,,,,339.7779717,,,,0.691280915,106.6173101,6.929319085,17.3703996,,11.36757952,3.773589662,1.221735586,,0.696331014,,,,,1.743789612,0.247582502,2.440946123,0.387498012,,1.374306859,0.345737575,,,,,,77.57896965,10.0863451,8.499075815,1.186757869,34
Normal,55.39,1.21,16.25,6.14,7.28,3.31,0.08,1.73,3.27,0.55,3.53,,,178,20,,,,,,,35,1104,13,161,11,,884,33.6,69,8.75,31.6,5.7,1.57,4.5,0.6,2.7,0.5,1.2,,1,0.15,,,14,4.2,1,,,,,,210.4761905,48.90829694,12.83783784,3.80969892,51.70000076
Normal,55.4,1.635,17.1,7.51,6.4,3.17,0.101,1.88,4.7,0.659,,7.731068905,,164.3605758,8,,31.13495088,29.84272479,41.39140673,101.5575361,,38.888428,582.015918,12.27648918,164,8,1.128877532,864.2290657,23.40158452,50.18396519,5.92483301,21.76069833,3.803527794,1.302555637,3.886968101,0.563466929,2.634887951,0.489217258,1.222430334,0.199940631,1.170657097,0.187073032,3.801614309,0.443745577,9.123317069,10.22902275,0.737380754,0.512484,0.706034,18.66463546,15.66095316,38.84407353,84.48794052,34.0634418,8.566504041,3.976352739,51.70000076
Normal,55.41,0.9,16.08,6.4,7.57,3.55,0.11,2.05,2.86,0.21,3.29,16.6,,170,,,23.9,28.8,,,20.1,66.7,452,19.7,154,10.3,,451,28.3,52.3,7.04,28.4,5.29,1.31,4.59,0.74,3.73,0.71,2.09,0.3,1.97,0.29,4.36,0.73,9.06,7.98,1.53,0.512406,0.706733,,,,56.51629073,41.19359534,11.91441441,3.457458664,51.75
Normal,55.43,0.86,18.7,7.86,7.98,4.11,0.15,0.58,3.44,0.15,,23.5,,177,9.9,,,11,,88,20.1,13.5,323,20.3,84,2.9,0.64,154,6.55,17.6,,12,3.28,1.04,,0.5,,,,,2.13,0.29,2.28,0.15,6.9,1,,,,,,,154,9.534206696,7.387387387,1.290606028,36
Normal,55.45,1.09,18.37,7.16,8.12,3.1,0.13,1.55,3.22,0.28,0.11,23,,224,21,,25.2,3,14,95,,48.95,498,31.9,134,8.07,,409,18.78,42.47,5.02,21.8,5.09,1.2,4.78,0.77,4.97,1.03,3.06,0.45,2.98,0.48,3.63,0.55,10.25,4.5,1.09,0.512318,0.707563,,,,90.88888889,27.33624454,11.46396396,2.384536852,66.33999634
Normal,55.45,5.1,19.02,4.51,4.51,1.05,0.09,3.58,3.58,0.47,5.18,8,2710,96.9,1.4,,9.58,2.35,117,70.3,,169,1870,15.5,106,4.86,3,1350,19.7,36.5,4.69,18.4,3.74,1.2,3.3,0.456,2.54,0.503,1.44,,1.39,0.211,2.55,0.282,10.9,4.46,1.22,0.5129,0.70417,38.74386,15.60328,19.00789,302.690583,28.67540029,8.423423423,3.404245382,34
Normal,55.46,0.95,18.69,7.36,7.88,2.73,0.18,1.59,3.49,0.4,0.55,10,,,13,,11,,,,21,45,582,22,167,13,,432,26,55,,29,,,,,,,,,,,,,11,,,,,,,,,37.84570597,0,,64.66000366
Normal,55.46,1.21,15.01,,6.58,7.08,0.12,3.88,2.86,0.57,0.22,13,,139,,,25,132,21,87,25,126,716,18,223,19,,996,,,,,,,,,,,,,,,10,3,28,12,4,,,,,,83,1449.781659,0,,58
Normal,55.49,1.14,16.69,6.99,6.66,4.28,0.11,1.97,3.73,0.25,0.85,12.8,,187,86,,25,10,30,114,,31.84,484,17.2,157,8.75,,763,23.11,50.42,6.25,25.36,5.28,1.39,4.52,0.63,3.55,0.65,1.77,0.23,1.48,0.23,4.17,0.72,8,3.13,0.86,0.512344,0.706408,,,,243.7699681,33.63901019,11.89189189,2.828734948,66.12999725
Normal,55.5,0.82,19,6.25,8.4,2.33,0.21,1.74,3.68,0.42,0.75,10,,138,8,,11,4.5,16.7,101.6,24.2,38.3,955.6,23.3,134,12.8,0.8,534.3,33.9,69.3,8.7,35.5,6.7,2,5.3,0.7,4.2,0.8,2.4,0.3,2.1,0.3,3.4,0.7,5,6.2,1,0.512738,0.70404,,,,86.17741935,49.34497817,15.09009009,3.270025419,37
Normal,55.5,1.539,16.7,6.96,6.38,3.61,0.084,2.27,4.06,0.53,,,,,,,,,,,,,,,,,,,,,,30.8,5.7,,,,,,,,,,,,,,,0.512293,0.706546,18.16570766,15.66431362,38.58528934,,0,69.36936937,0,55.61000061
Normal,55.5,1.178,17.1,7.01,6.84,4.18,0.114,2.18,4.09,0.394,,9.385647909,,118.6470078,43,,16.25066383,24.0487681,63.28342798,111.9116793,23,74.1849711,735.7176033,13.48060345,233.0866808,9.342240493,1.538290788,1119.571046,47.3181094,98.27893175,12.21391604,45.43044831,7.670631713,1.708102109,5.56002009,0.642230644,3.184803256,0.533080671,1.338289963,0.171383482,1.017311609,0.153691612,5.86097561,0.481880878,12.52257037,6.459199189,1.299153808,0.512322,0.706407,18.17010893,15.59237594,38.47850489,173.3296982,68.8764329,17.27619755,3.986781969,47.75999832
Normal,55.51,1.43,16.52,7.07,6.1,2.21,0.15,1.64,3.93,0.54,4.4,17.97,7714,70.9,15.87,,10.26,9,9.44,71.18,15.99,28.93,366.7,29.57,183.3,9.68,1.59,319.2,23.74,52.63,7.15,30.57,7.2,1.86,5.9,0.93,5.59,1.09,2.78,0.45,3.22,,4.78,,,2.98,0.79,,,,,,107.114094,34.55604076,16.21621622,2.130955847,55.83000183
Normal,55.52,1.03,18.95,7.53,8.86,2.65,0.14,0.72,3.69,0.19,0.84,26,,222,8.3,,19,6,,83,20,20,387,24,99,3.2,0.85,218,7.4,19,2.9,13,3.4,1.1,3.5,,3.9,0.81,2.4,,2.3,0.38,2.7,0.19,6.9,1.8,0.49,,,,,,121.1111111,10.77147016,7.657657658,1.40662728,36
Normal,55.52,1.16,17.46,8.16,7.47,3.43,0.15,1.61,3.37,0.3,0.27,17,,,23,,23,,,,20,43,533,20,151,11,,573,26,57,,25,,,,,,,,,,,,,11,,,,,,,,,37.84570597,0,,64.66000366
Normal,55.53,1.212,16.75,7.77,7.4,3.85,0.153,1.485,3.65,0.357,-0.0451,30.2,,214.9,58.7,,,19.7,58.9,81.7,,34.81087003,470.5269868,30.84483602,182.7390955,7.687247999,,452.8528051,30.2,44.67664214,,26.95972621,,,,,,,,,,,,,,,,,,,,,,43.95924309,0,,39.16999817
Normal,55.54,1.2,15.93,7.07,7.36,6.73,0.11,1.94,3.17,,,21.8,,,351,,16,113,,,,,495,,,,2.7,453,30.8,63.6,,27.5,5.85,1.44,,0.775,,,,,1.93,0.266,4.4,1.4,,6.1,1.9,0.512449,0.707261,18.921,15.668,38.954,74.26229508,44.83260553,13.17567568,3.402679804,52.86999893
Normal,55.55,1.63,16.62,6.63,6.46,2.98,0.08,2.33,5.23,0.8,0.33,,,195,30,,,,,,,40,1497,14,208,16,,1338,60,123,14.9,50,8.62,2.21,6.4,0.7,3.2,0.5,1.2,,0.9,0.12,,,10,2.3,0.5,,,,,,581.7391304,87.33624454,19.41441441,4.498525821,51.70000076
Normal,55.56,1.11,16.82,6.87,6.63,4.14,0.11,1.98,3.72,0.24,0.83,12.1,,182,90,,23.3,13,43,116,,31.03,478,16.5,162,8.79,,796,24.42,52.71,6.43,26.18,5.27,1.33,4.42,0.63,3.43,0.63,1.65,0.22,1.34,0.22,4.15,0.63,10.8,3.3,0.84,0.512341,0.706481,,,,241.2121212,35.54585153,11.86936937,2.994754854,66.12999725
Normal,55.59,2.19,15.7,4.167,3.62,2.35,0.09,2.33,2.79,0.53,8.59,27.945,,,,,9,0,,,,109,375,,,,25.53,619,34.54,69.487,,34.33,7.406,1.339,,1.024,,,,,2.491,0.348,5.297,1.34,,12.2,3.88,,,,,,50.73770492,50.27656477,16.68018018,3.014149981,66.33999634
Normal,55.61,0.75,15.98,6.83,7.1,6.08,0.12,1.69,3.54,0.19,0.66,22.4,,185,341,,28.5,62,41,94,,40.58,514,15.9,120,5.67,,545,15.78,33.28,4.18,17.16,3.63,0.96,3.19,0.5,2.91,0.61,1.77,0.26,1.71,0.28,3.32,0.36,9.32,3.56,0.71,0.512419,0.706361,,,,153.0898876,22.96943231,8.175675676,2.809484283,66.12999725
Normal,55.63,2.3,16.39,7.48,6.05,3.95,0.04,3.52,3.7,,,10.71,,,114.4,,25.2,67.4,,,,,788.5,,,,0.424,1682.7,33.45,74.8,,44.41,9.15,3.91,,1.087,,,,,1.626,0.191,6.19,2.456,,2.73,0.687,,,,,,616.3736264,48.68995633,20.60810811,2.362660176,37
Normal,55.68,1.31,16.98,7.02,7.09,4.41,0.11,2,3.84,0.41,,,,182,10,,31,30,52,96,,46,739,19,181,10,,894,,,,,,,,,,,,,,,,,,,,0.512349,0.70625,18.116,15.613,38.113,,1301.310044,0,,53.00999832
Normal,55.69,0.97,19.02,7.32,8.45,2.86,0.13,0.84,3.57,0.17,0,26,,203,17,,19,9,,69,18,27,377,23,89,3.2,0.59,223,10,21,3.1,13,3.3,1.1,3.7,,3.5,0.77,2.1,,2.2,0.33,2.3,0.18,4.4,2.3,0.56,,,,,,96.95652174,14.55604076,7.432432432,1.95844912,36
Normal,55.7,1.11,17.89,8.1,7.34,2.98,0.15,1.47,3.53,0.36,0.09,12,,,17,,22,,,,23,43,623,19,170,13,,588,30,62,,29,,,,,,,,,,,,,11,,,,,,,,,43.66812227,0,,64.66000366
Normal,55.7,1.34,16.7,6.61,6.27,3.24,0.098,2.49,4.76,0.656,,16.8,,,55,,23,20,,,,,1204,,,,0.4,492,35.3,79.7,,47.6,8.69,1.97,,0.99,,,,,2.09,0.268,6.6,1.1,,3.2,0.8,0.51249,0.705894,,,,153.75,51.38282387,19.57207207,2.625313441,51.70000076
Normal,55.71,1.2,17.67,8,7.45,3.15,0.14,1.78,3.3,0.32,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,64.66000366
Normal,55.72,1.43,16.71,6.76,6.64,3.35,0.09,1.94,4.21,0.66,1.3,,,184,60,,,30,,,,34,1164,13,185,21,,1067,41.4,84.9,10.3,36.5,6.7,1.82,5.2,0.6,2.8,0.4,1.1,,0.8,0.11,,,25,2,0.6,,,,,,533.5,60.26200873,15.09009009,3.99348237,51.70000076
Normal,,,,,,,,,,,,40.0608,,319.324,0.3596,,26.42,0.6534,84.52,97.52,21.903,9.168,518.8,22.9622,66.08,1.5122,0.9306,202.2,8.1207,19.6581,2.9358,14.2443,3.7947,1.365308567,4.025010248,0.6489,4.0887,0.83244,2.29425,0.33495,2.226,0.33789,1.864,0.0901,6.75474,1.127,0.363796,,,,,,179.4143744,,,,42.91999817
Normal,55.75,0.89,16.18,6.76,6.99,5.52,0.11,1.67,3.59,0.24,0.59,17.1,,181,251,,24.8,54,35,101,,30.37,541,15.2,123,6.64,,557,16.88,36.45,4.65,19.45,4.13,1.08,3.48,0.53,2.92,0.59,1.61,0.23,1.45,0.23,3.41,0.39,8.82,2.26,0.49,0.51237,0.706693,,,,246.460177,24.5705968,9.301801802,2.641487888,66.12999725
Normal,55.76,0.89,18.59,7.74,8.07,4.21,0.16,0.61,3.54,0.16,,22.7,,151,9.4,,22.5,15,,76.7,18.4,16.27,342,18.7,83,3,1.17,156,6.47,18.2,,11.6,3.13,1.03,,0.52,,,,,2.05,0.3,2.28,0.22,,1.2,,0.512774,0.704369,,,,130,9.41775837,7.04954955,1.335937609,36
Normal,55.78,0.93,18.54,7.47,7.39,2.97,0.16,1.57,3.51,0.39,0.53,13,,,16,,18,,,,21,44,598,21,184,13,,494,23,53,,25,,,,,,,,,,,17,,11,,,,,,,,,33.47889374,0,,64.66000366
Normal,55.78,0.87,16.33,6.77,6.97,5.52,0.11,1.55,3.51,0.25,0.91,15.6,,173,221,,25.5,52,46,100,,23.86,456,14.8,127,6.78,,592,16.33,37.16,4.64,19.21,4.1,1.04,3.57,0.51,2.89,0.56,1.5,0.21,1.36,0.21,3.41,0.44,8.83,2.68,0.66,0.512385,0.706679,,,,220.8955224,23.77001456,9.234234234,2.574118649,66.12999725
Normal,55.78,0.52,18.93,4.98,5.28,1.12,0.09,4.6,3.73,0.49,2.7,8.75,3020,100,1.02,,11.8,2.63,143,74.2,,130,1170,17,118,5.54,1.11,1250,21.4,39.9,5.13,20.2,4.13,1.29,3.59,0.487,2.84,0.548,1.62,,1.59,0.239,2.81,0.303,12.1,4.95,2.19,0.51289,0.70416,38.75921,15.61037,19.018005,252.5252525,31.14992722,9.301801802,3.348805735,34
Normal,55.8,1.093,17.2,6.68,6.44,3.98,0.109,2.15,4.13,0.356,,21.68428949,,201.2631406,43,,25.39692209,19.05470072,58.67972519,80.68842458,14,115.9234772,788.5049921,25.77644662,169.7175103,11.77182353,1.789945417,1160.124326,26.78984413,55.21573016,6.825994133,28.23421875,5.980896114,1.734454369,5.73507451,0.891099156,5.13855,1.015923732,3.01594885,0.413199748,2.712955228,0.433343285,4.710741086,0.72631037,13.23765358,6.731899197,1.859808701,,,,,,172.3323972,38.9954063,13.47048674,2.894877301,47.75999832
Normal,55.8,0.612,15.7,4.38,4.28,2.79,0.068,2.79,1.7,0.19,,4.2,,,,,3,3.6,5.2,50,17,165,131,16,68,19,5.9,220,11,23,2.7,9.5,2.4,0.35,2.4,0.44,2.9,0.57,1.7,0.24,1.6,0.25,,1.5,18,8,4.7,,,,,,27.5,16.01164483,5.405405405,2.962154294,65
Normal,55.8,1.159,17.3,7.11,6.91,3.71,0.112,1.84,4.04,0.331,,16.3,,,152,,25,61,,,,,569,,,,2.7,579,38.3,75.4,,33.3,6.67,1.47,,0.735,,,,,1.58,0.193,5.1,0.92,,8.5,2.2,0.51235,0.706715,18.3194131,15.65729215,38.72449459,68.11764706,55.7496361,15.02252252,3.711070229,51.70000076
Normal,55.81,0.85,17.59,6.54,6.97,3.97,0.11,1.75,3.88,0.25,0.42,17.3,,174,97,,29.3,23,67,100,,40.35,666,14.5,118,4.7,,628,16.97,34.74,4.5,18.58,3.74,1.05,3.32,0.48,2.77,0.53,1.48,0.21,1.33,0.22,2.93,0.29,8.25,2.51,0.53,0.512465,0.705553,,,,250.1992032,24.70160116,8.423423423,2.93248955,66.12999725
Normal,55.85,0.94,19.09,7.37,8.64,3.05,0.13,0.84,3.54,0.15,0.01,27,,206,11,,19,8,,79,19,28,396,22,87,3.4,0.69,229,8.6,20,3.1,13,3.3,1.1,3.5,,3.8,0.77,2.2,,2.1,0.34,2.5,0.23,8.4,2.4,0.65,,,,,,95.41666667,12.51819505,7.432432432,1.684266243,36
Normal,55.85,1.3,16.29,9.03,7.98,4.49,0.15,0.9,3.74,0.21,,37.3,,300,101,,34.5,55.4,93.7,100,25.2,22.9,583,27.5,105,2.63,1.66,309,11.5,27.2,3.84,18,4.59,1.46,4.83,0.777,4.9,1.005,2.79,0.417,2.76,0.412,2.88,0.156,9.34,2.04,0.638,0.512828,0.704102,18.5908,15.6079,38.5007,151.4705882,16.73944687,10.33783784,1.619240612,39.16999817
Normal,55.86,0.836,17.08,6.96,7.77,4.92,0.128,1.25,3.54,0.235,,,,51,10,,43,2,3,74,25.7,253,409,19,187,19,,1012,,,,,,,,,,,,,,,,,,,,,,,,,,1473.071325,0,,57.25
Normal,55.87,0.8,18.45,7.74,7.63,4.09,0.16,0.59,3.68,0.16,,21.5,,163,14.6,,,14,,90,19,14.4,324,19.4,83,3.3,,167,6.5,18.4,,11.2,2.91,1,,0.53,,,,,1.9,0.3,2.24,0.17,7.8,1.1,,,,,,,151.8181818,9.461426492,6.554054054,1.443599094,36
Normal,55.87,1.09,15.85,7.96,7.5,6,0.14,1.44,3.03,0.26,0.67,23,,220,132,1073,60,96,42,88,21,39,436,19,153,10,7,717,19,56,,23,,,,,,,,,,,,,6,4,4,,,,,,179.25,27.65647744,0,,57.25
