Mode,SIO2(WT%),TIO2(WT%),AL2O3(WT%),FEOT(WT%),CAO(WT%),MGO(WT%),MNO(WT%),K2O(WT%),NA2O(WT%),P2O5(WT%),LOI(WT%),SC(PPM),TI(PPM),V(PPM),CR(PPM),MN(PPM),CO(PPM),NI(PPM),CU(PPM),ZN(PPM),GA(PPM),RB(PPM),SR(PPM),Y(PPM),ZR(PPM),NB(PPM),CS(PPM),BA(PPM),LA(PPM),CE(PPM),PR(PPM),ND(PPM),SM(PPM),EU(PPM),GD(PPM),TB(PPM),DY(PPM),HO(PPM),ER(PPM),TM(PPM),YB(PPM),LU(PPM),HF(PPM),TA(PPM),PB(PPM),TH(PPM),U(PPM),ND143_ND14,SR87_SR86,PB206_PB20,PB207_PB20,PB208_PB20,Ba/Th,La (PM),Sm (PM),La/Sm (PM),Crustal Thickness
Normal,69.1,0.335,13.9,2.3,2.32,0.66,0.077,3.46,3.96,0.102,,13.76090303,,186.8825007,110,,46.67020148,49.30475693,63.1512605,87.53311475,20,61.31516588,842.8730512,12.87221571,226.3473054,8.030102348,0.888979592,1116.145958,42.03592814,83.76136364,9.980734497,37.82395517,6.439864153,1.587006961,4.897818599,0.566763848,2.991344489,0.520327076,1.371032891,0.181577127,1.135227273,0.171849989,5.509994289,0.967991046,13.73051225,4.274764836,0.634650456,0.512507,0.705734,,,,261.1011367,61.18766833,14.50419854,4.218617674,60.84999847
Normal,69.11,0.6,15.85,2.45,3.06,1.05,0.12,4.49,3.21,,,4.9,,,9,,,,,,,,325,,,,31,428,43.9,92.1,,34,6.84,1.1,,0.615,,,,,1.56,0.177,4.8,3.3,,20.2,13.2,0.51225,0.709691,,,,21.18811881,63.90101892,15.40540541,4.147960877,58
Normal,69.11,0.4,15.31,2.57,1.67,0.58,0.07,4.54,3.37,0.2,1.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,73
Normal,69.12,0.7,14.38,4.55,2.23,0.69,0.12,2.71,5.25,0.15,0.32,,,14,0.582,,4,0.396,23,85,18,69,166,57,320,9.58,4.71,694,29.5,64.7,8.37,34.1,7.94,1.59,7.84,1.35,8.23,1.83,5.53,,5.66,0.88,8.3,0.54,22,8.57,2.28,,,,,,80.98016336,42.94032023,17.88288288,2.401196749,35
Normal,69.17,0.92,14.1,5.02,1.95,0.61,0.1,2.77,5.14,0.08,0.16,,,13,5,,20,10.5,19,95,,72,161,54,308,13.46,4.27,703,,,,,,,,,,,,,,,7.2,0.64,23,9.15,2.27,,,,,,76.83060109,1023.289665,0,,35
Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.825,15.6,38.229,,,,,63.02000046
Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.407,15.618,38.634,,,,,60.83000183
Normal,69.21,0.38,14.61,2.37,1.48,0.45,0.02,4.52,3.34,0.94,2.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,73
Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.492,15.629,38.675,,,,,60.83000183
Normal,69.27,0.455,14.71,2.08,2.02,0.76,0.036,4.379,3.89,0.071,,27.52427184,,334.2924405,28,,25.46808511,12.86057051,13.91212282,41.19942386,19,69.22643282,892.0928137,20.32596042,65.49234768,5.382094792,0.318226002,611.9527615,19.46827795,41.64219359,5.713090257,25.06844423,5.823273781,1.662211422,5.277018634,0.698208771,4.092442224,0.780785696,2.136164897,0.286373846,1.843847595,0.28296146,1.898517674,0.412546584,3.115005476,4.840177322,1.773041475,,,,,,126.4318889,28.33810473,13.11548149,2.160660648,55.61000061
Normal,69.28,0.33,14.8,2.17,2.33,0.87,0.03,4.28,3.45,0.14,1.35,3.4,,,3,,2.9,1.5,,,17,93,330,13,150,13.1,1.62,837,32,63,6.7,25,4.5,1,3.7,0.58,2.6,0.46,1.1,0.17,1.1,0.17,,1.12,14.5,7.09,2.11,,,,,,118.0535966,46.57933042,10.13513514,4.595827268,64.66000366
Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.815,15.586,38.169,,,,,63.02000046
Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.84,15.596,38.241,,,,,63.02000046
Normal,69.32,0.31,16.85,2.12,3.58,0.51,0.05,2.3,4.87,0.09,,3.1,,,3,,8,5,,,,,,,,,0.84,1846.5,7.77,17.3,,9.33,1.95,0.604,,0.25,,,,,0.76,0.108,3.2,0.516,,0.9,0.51,0.512543,0.703828,17.82,15.491,37.445,2051.666667,11.31004367,4.391891892,2.575209943,60.75
Normal,69.35,0.303,15.2,,2.15,0.61,0.043,3.73,4.44,0.098,2.32,0.691996143,,2.487360971,8,,0.525598598,0.844106464,2.745670009,18.27352085,17,142.7466151,18.34246333,2.604484305,74.74711624,13.53554502,3.670064875,172.1359796,8.335609756,12.4911032,2.198130841,7.622443235,1.302132478,0.142507069,0.950046083,0.122586692,0.684288355,0.125258604,0.369839774,0.0553,0.401534036,0.0642,2.685810811,1.343923749,19.15006172,4.727404456,0.561242845,0.51227684,0.706757171,,,,36.41236564,12.13334753,2.932730806,4.137218291,55.61000061
Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.349,15.629,38.603,,,,,60.83000183
Normal,69.4,0.1,12.57,0.65,3.61,0.16,0.063,4.2,3.35,0.03,,,,0,0,,,0,,22,,168,172,14,63,,,512,,,,,,,,,,,,,,,,,,,,,,,,,,745.2692868,0,,64.66000366
Normal,69.49,0.34,18.25,3.45,5.39,2.15,0.8,0.93,4.71,0.21,,8,2038,,12,,,20,,,,11.4,563,6,74,3,0.28,295,10.5,22.8,,10.1,2.07,0.8,,,,,,,0.89,0.18,2.4,0.4,,1,0,0.51276,0.70406,,,,295,15.28384279,4.662162162,3.278273527,31
Normal,69.5,0.44,14.54,2.29,2.16,0.89,0.05,4.39,4.17,0.14,,2.104750305,,28.07773109,9,,3.114552737,1.985010707,5.433962264,31.51833837,18,140.4657017,134.3815395,9.860274773,44.68677494,13.1178372,4.284406469,719.3098077,10.39028832,23.6243227,2.496547583,8.716446464,1.768022798,0.317485505,1.5950078,0.26583928,1.77345466,0.373458157,1.140884845,0.174888736,1.219956072,0.186867079,1.75207558,0.876131045,13.9565576,8.183256195,2.655481631,,,,,,87.90019407,15.12414603,3.982033329,3.798096293,55.61000061
Normal,69.51,0.24,14.85,,1.87,0.43,0.09,4.42,3.5,0.07,3.48,2,,14,0,,2,0,,,,151,424,12,150,18,,962,38,69,,22,3.31,0.84,2.26,,2.24,0.48,1.36,,1.4,0.22,4.4,,16,18,,,,,,,53.44444444,55.31295488,7.454954955,7.41962295,36
Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.473,15.629,38.624,,,,,60.83000183
Normal,69.52,0.61,15.43,2.77,3,1.09,0.1,4.44,3.03,,,4.7,,,6,,2.7,,,,,,328,,,,33,491,47.7,97.7,,42.1,7.26,1.09,,0.625,,,,,1.39,0.139,4.4,3.4,,21.4,15.2,,,,,,22.94392523,69.43231441,16.35135135,4.246273774,58
Normal,69.7,0.17,13.18,1.06,1.31,0.52,0.053,5.03,3.89,0.03,,2.4,,0,0,,0.8,2.5,5.5,38,17,172,261,9,137,14,12,693,40,69,6.9,22,3.5,0.65,2.4,0.32,1.6,0.31,1,0.17,1.1,0.17,3.2,1.5,30,22,9.7,,,,,,31.5,58.22416303,7.882882883,7.386150967,64.83000183
Normal,69.72,0.28,13.75,1.53,1.62,0.53,0.05,4.24,2.93,0.06,4.27,3.18,,,,,2.2,1.66,,,,198,192,,,,8.74,725,42.879,84.127,,29.7,5.51,0.849,,0.61,,,,,1.807,0.259,4.95,1.322,,20.163,5.27,,,,,,35.95695085,62.41484716,12.40990991,5.02943596,57.25
Normal,69.76,0.4,14.16,,2.32,1,0.03,4.17,3.24,0.11,2,6,,46,,,,13,10.8,21,16.5,132.2,388.3,12.6,133.2,16.8,7.1,585.3,33.7,68,7,23.4,3.7,0.7,2.4,0.4,1.8,0.4,1.1,0.2,1.2,0.2,3.7,1.4,1.2,19.6,4.3,,,,,,29.8622449,49.05385735,8.333333333,5.886462882,59.59000015
Normal,69.79,0.38,14.79,2.58,1.53,0.62,0.02,4.58,3.23,0.16,1.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,73
Normal,69.8,0.35,13.34,1.85,1.67,0.73,0.04,4.28,3.97,0.12,,9.883843717,,138.9000864,20,,15.04096122,15.7911733,36.1168199,58.24172856,17,117.9424372,397.0132108,12.53785584,63.08359133,9.325031133,3.610843373,1008.630255,29.98142415,59.1202346,6.702366127,24.74972862,4.31268151,1.024565608,3.563722584,0.46626506,2.724672229,0.525570885,1.491060787,0.213239671,1.382991202,0.212489671,2.133254717,0.896882217,14.37105112,8.280950096,1.928754631,,,,,,121.801272,43.64108319,9.713246644,4.492945025,55.61000061
Normal,69.8,0.108,11.7,0.69,2.42,0.18,0.088,4.46,3.45,0.036,,3.325706815,,39.17156105,4,,9.536491387,3.460933403,17.13865752,46.10427502,17,75.06271952,178.9802289,15.41862653,274.5518044,13.95862069,4.743494424,993.6270435,25.93195975,51.50289017,7.006298816,27.2596401,4.82815735,0.882304611,3.775084828,0.478211009,2.718485301,0.524084374,1.214027849,0.198505072,1.327282435,0.196680942,8.217661978,0.887727368,9.711538462,10.23255814,1.255752212,0.512494,0.707827,18.76760678,15.76121363,39.17952945,97.10446106,37.7466663,10.87422827,3.471204152,32.99000168
Normal,69.8,0.192,14.6,1.28,0.71,0.23,0.06,4.65,1.76,0.028,,7.03,,51,37,,69.2,12,,,,290.2,241.4,32,239,11,,770,29.7,59.8,,27.2,5.16,0.66,,1.05,,1.08,,0.38,2.3,0.38,7.2,3.4,,44,10.3,,,,,,17.5,43.23144105,11.62162162,3.719914695,51.70000076
Normal,69.9,0.23,13.12,1.06,1.9,0.24,0.062,5.15,3.32,0.04,,,,0,0,,,0,,0,,191,134,25,183,,,781,,,,,,,,,,,,,,,,,,,,,,,,,,1136.826783,0,,59.83000183
Normal,69.9,0.22,14.18,1.4,1.55,0.68,0.045,5.16,3.05,0.06,,2.9,,14,0,,1.7,6.3,7.3,50,18,165,315,9,163,15,11,681,41,64,7.6,23,3.6,0.67,2.4,0.31,1.8,0.31,0.9,0.15,1,0.17,3.4,1.5,15,23,8.8,0.512415,0.707957,18.946,15.668,39.075,29.60869565,59.6797671,8.108108108,7.360504609,64.83000183
Normal,69.91,0.33,13.2,1.48,1.73,0.45,0.05,5.25,3.91,0.06,2.81,3.296,,,1.089,,,3.193,,,,,223,,,,8.34,789.3,46.457,94.59,,36.92147296,6.722,0.806,,0.64,,,,,2.426,0.352,7.197,0,,29.978,9.31,,,,,,26.32930816,67.62299854,15.13963964,4.466618767,63.20999908
Normal,69.96,0.42,14.55,2.27,1.74,0.65,0.03,4.54,3.39,0.11,1.62,18.9,,,361,,33,153,,,,,661,,,,1.7,554,37,75.8,,35.9,6.327,1.55,,0.698,,,,,1.637,0.208,4.7,0.73,,9.2,1.7,,,,,,60.2173913,53.8573508,14.25,3.779463214,73
Normal,70.06,0.41,15.17,2.38,1.69,0.58,0.03,4.76,3.63,0.11,1.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.512907,0.70333,19.725,15.659,39.453,,0,0,,73
Normal,70.1,0.342,14.1,1.59,1.03,0.37,0.073,4.41,4.75,0.06,,,,148,82,,31,33,20,108,24.5,41,932,15,217,22,,1075,,,,,,,,,,,,,,,,,,,,,,,,,,1564.774381,0,,60.84999847
Normal,70.16,0.152,13.42,0.78,0.81,0.36,0.075,4.92,2.94,0.02,,9.1,,,40,,45,10,,,,,,,,,11.7,419,37.6,71.2,,23.1,4.81,0.99,,0.55,,,,,2.17,0.291,4.7,2.7,,22.7,4.6,,,,,,18.45814978,54.73071325,10.83333333,5.052065838,60.84999847
Normal,70.2,0.24,13.26,1.09,1.34,0.34,0.063,5.51,3.26,0.05,,3.3,,0,0,,0.7,0,11,35,16,195,144,26,193,18.3,8.3,743,39,79,8.9,32,6.1,1,5,0.87,4.6,0.92,2.7,0.42,2.9,0.44,,1.4,16.5,18.1,5.4,,,,,,41.04972376,56.76855895,13.73873874,4.132006586,59.83000183
Normal,70.2,0.23,14.49,1.48,2.24,1.04,0.08,3.57,3.05,0.06,,3.7,,22,9,,2.9,2,3.5,47,18,142,231,0,80,17,6.3,550,22,46,5.1,18,3.7,0.76,3.1,0.48,2.8,0.54,1.5,0.23,1.5,0.21,,1.7,18,11,3.9,0.512414,0.70792,19.065,15.622,38.786,50,32.02328967,8.333333333,3.84279476,64.66000366
Normal,70.2,0.155,12.1,0.97,1.34,0.5,0.069,5.19,2.61,0.022,,0.848,,3.18,9,,0.24,0.351,1.6,31.3,16,137,71.2,9.86,92.4,10.7,2.93,937,20.8,38.2,4.63,15.9,2.71,0.49,2.52,0.32,1.73,0.322,0.933,0.138,0.925,0.143,3.64,0.891,20.2,13.8,3.47,0.512292,0.708627,18.4001266,15.66127365,38.75547405,67.89855072,30.27656477,6.103603604,4.960440871,46.40000153
Normal,70.2,0.18,12.9,1.09,0.93,0.27,0.068,4.68,3.73,0.047,,11.02310757,,159.1404382,46,,19.65388446,25.22539841,57.27081673,87.53486056,24,9.069511952,801.3396414,10.76115538,115.2679283,4.02748008,0.937799801,575.0687251,19.42310757,41.08466135,5.341205179,21.44252988,4.013247012,1.115368526,3.370249004,0.41514243,1.889173307,0.358672311,1.028316733,0.144614542,0.852821713,0.131724104,3.08436255,0.263007968,6.952211155,2.295727092,0.377023904,,,,,,250.4952471,28.27235454,9.038844622,3.127872613,42.5
Normal,70.27,0.4,17.05,3.04,2.53,1.19,,2.17,2.94,0.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,30
Normal,70.3,0.24,13.32,1.12,1.54,0.27,0.064,5.85,2.7,0.05,,3.3,,0,0,,0.8,0,10,33,16,192,138,26,187,18,8.2,747,40,76,9,32,6.1,1.1,5,0.86,4.7,0.89,2.8,0.42,2.9,0.44,,1.4,17.5,18.5,5.4,,,,,,40.37837838,58.22416303,13.73873874,4.237955473,59.83000183
Normal,70.3,0.09,12.63,0.4,2.31,0.25,0.07,6.64,2.29,0.13,,2.4,,0,0,,0.9,2,5,15,14,168,42,18,48,22,6,220,6.1,14,1.8,6,1.8,0.22,1.9,0.38,2.8,0.55,1.7,0.24,1.6,0.22,,1.6,18,8.4,5.4,,,,,,26.19047619,8.879184862,4.054054054,2.190198933,54.41999817
Normal,70.33,0.37,15.04,,2.15,0.5,0.04,4.23,2.94,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,57.25
Normal,70.4,0.25,13.24,1.13,1.14,0.39,0.064,5.77,3,0.04,,,,0,0,,,0,,0,,193,156,24,191,,,761,,,,,,,,,,,,,,,,,,,,,,,,,,1107.714702,0,,59.83000183
Normal,70.4,0.24,13.23,1.12,1.16,0.32,0.063,5.55,3.38,0.04,,,,0,0,,,0,,0,,192,140,24,181,,,736,,,,,,,,,,,,,,,,,,,,,,,,,,1071.3246,0,,59.83000183
Normal,70.4,0.24,13,1.05,2.17,0.24,0.06,6.42,2.1,0.07,,,,0,0,,,0,,36,,183,143,30,184,,,751,,,,,,,,,,,,,,,,,,,,,,,,,,1093.158661,0,,59.83000183
Normal,70.4,0.303,15,2.11,2.31,0.77,0.046,4.16,4.04,0.095,,10.4,,117,19.2,,11.1,7,,,,116,330,22,128,10,4.8,555,24.1,49.3,,19.7,4.09,0.76,,0.408,,,,,1.49,0.231,4.26,0.84,12,20.46,5.11,,,,,,27.12609971,35.08005822,9.211711712,3.80820192,42.5
Normal,70.4,0.329,14.1,1.43,0.96,0.32,0.066,4.58,4.84,0.061,,,,65,44,,,10,,,,72,474,19,126,9,,924,,,,,,,,,,,,,,,,,,,,,,,,,,1344.978166,0,,60.84999847
Normal,70.4,0.356,14.3,1.68,0.91,0.36,0.064,4.86,4.48,0.061,,,,107,15,,12,9,24,77,21.2,133,384,27,138,15,13,493,24,49,,20,4.3,0.8,,0.5,,,,,1.8,0.26,,,3,,,,,,,,,34.93449782,9.684684685,3.607190007,51.70000076
Normal,70.4,0.401,15,1.92,1.01,0.45,0.081,4.45,4.76,0.068,,9.591511936,,137.2460497,11,,17.61504206,7.794117647,53.46246973,91.38650307,20,72.51870324,689.6551724,13.67609254,146.0957179,6.383747178,2.920481928,846.4692483,28.09421842,56.03375527,6.832941176,25.57377049,4.567375887,1.214117647,3.806004619,0.495104895,2.825174825,0.521577726,1.426573427,0.193039443,1.265588915,0.192183908,4.208955224,0.471820449,13.61969618,7.574468085,1.764150943,0.512445,0.706242,18.56992847,15.66728469,38.82386843,111.7529626,40.89405884,10.28688263,3.975359719,51.70000076
Normal,70.5,0.258,14.6,1.39,1.3,0.36,0.078,4.77,3.81,0.058,,13.4,,,51,,41.9,27,,,,56.7,533.3,16,122,7,,,19.3,34.3,,15.6,4.09,0.92,,0.4,,0.65,,0.19,1.45,0.17,2.8,1.3,,4,1.1,,,,,,0,0,35.13513514,0,70.16999817
Normal,70.5,0.352,14.2,1.69,0.92,0.35,0.064,4.82,4.56,0.06,,,,106,30,,15,17,53,72,17.4,144,307,26,239,13,5,644,28,55,,20,4.8,0.8,,0.6,,,,,2.3,0.35,,,7,,,,,,,,,40.75691412,10.81081081,3.770014556,51.70000076
Normal,70.51,0.19,16.3,1.49,2.75,0.7,0.02,2.04,5.97,0.06,,2.7,,,11,,14,6,,,,,,,,,0.47,1035,5.37,10.8,,5.32,1.15,0.462,,0.183,,,,,0.467,0.068,2.36,0.31,,0.523,0.47,,,,,,1978.967495,7.816593886,2.59009009,3.017884944,60.75
Normal,70.52,0.35,14.54,2.26,1.52,0.57,0.04,4.81,3.28,0.13,1.03,15.7,,,169,,25.2,74,,,,,573,,,,2.5,650,51.4,104.5,,48.1,8.568,1.84,,0.793,,,,,1.47,0.181,6.2,1.2,,13.5,2.4,,0.708163,,,,48.14814815,74.81804949,19.2972973,3.877125814,73
Normal,70.6,0.09,12.63,0.58,2.6,0.13,0.065,4.18,3.37,0.04,,,,0,0,,,0,,31,,173,155,12,56,,,511,,,,,,,,,,,,,,,,,,,,,,,,,,743.8136827,0,,59.83000183
Normal,70.68,0.56,14.92,2.44,2.67,1.07,0.08,4.31,3.03,0.24,,5,,,9,,3.7,6,,,,263,343,,178,29,34,400,41.8,86.8,,36.2,7.28,1.07,,0.647,,,,,1.57,0.177,4.7,3.3,,22.1,11.8,,,,,,18.09954751,60.84425036,16.3963964,3.710830654,58
Normal,70.7,0.11,12.12,0.65,0.74,0.35,0.092,5.04,4.6,0.05,,,,0,0,,,0,,49,,194,72,18,80,,,551,,,,,,,,,,,,,,,,,,,,,,,,,,802.0378457,0,,64.66000366
Normal,70.72,0.51,15.26,2.05,2.43,0.9,0.05,4.53,3.3,0.25,,4.9,,,5,,2.9,3,,,,289,351,,154,27,29,493,41.4,86.8,,44.8,7.25,1.11,,0.62,,,,,1.48,0.167,4.1,3,,17.4,12.2,,,,,,28.33333333,60.26200873,16.32882883,3.690528535,58
Normal,70.82,0.336,13.67,1.81,1.67,0.63,0.045,4.23,3.93,0.112,,1.19,,5.18,,,0.563,0.516,2.85,33.8,,114,126,11,83.5,11.2,1.79,1140,26.3,50.4,5.44,18.6,2.83,0.572,2.75,0.339,1.86,0.352,1.08,0.162,1.13,0.175,3.16,0.785,23.6,9.68,1.43,,,,,,117.768595,38.28238719,6.373873874,6.006141312,55.61000061
Normal,70.83,0.23,14.75,,1.96,0.32,0.09,4.14,3.8,0.04,2.08,2,,17,5,,2,7,,,,,460,10,124,22,,980,36,66,,22,3.53,0.86,2.48,,2.41,0.5,1.38,,1.34,0.21,3.6,,,27,,,,,,,36.2962963,52.40174672,7.95045045,6.591041231,36
Normal,70.87,0.43,14.63,2.13,2.39,0.75,0.04,4.61,3.61,,,5.064074011,,,5.034363375,,4.803299289,5.826008053,,,,264,264.0401836,23,209,20,10.83544484,606.5849554,53.45606243,111.5291736,,38.2,7.462648764,0.87941884,,0.593493906,,,,,2.238241149,0.254057881,6.738971159,2.151704929,,49.63090595,17.57536642,,,,,,12.22191987,77.81086234,16.80776749,4.629458517,59.83000183
Normal,70.9,0.18,13.45,1.09,1.35,0.34,0.054,5.19,3.27,0.04,,,,13,0,,,0,,34,,178,266,9,142,,,723,,,,,,,,,,,,,,,,,,,,,,,,,,1052.401747,0,,64.83000183
Normal,70.9,0.298,13.8,1.41,0.63,0.15,0.05,5.02,4.07,0.041,,7.221250841,,104.607721,11,,13.23072769,5.046402152,42.15856096,72.37841439,18,58.70826833,535.3764157,8.855421687,128.7141905,5.673202614,1.986225895,781.9489863,20.48148148,39.50242718,4.78463094,18.00704035,3.250272331,0.845675676,2.708459724,0.343378378,1.948648649,0.360591796,0.99796334,0.137254902,0.890995907,0.136431784,3.868608195,0.429935484,10.16350556,6.206092029,0.980089917,0.512486,0.706487,18.79182425,15.65627777,38.89018535,125.9970014,29.81292792,7.320433178,4.072563357,51.70000076
Normal,71,0.23,13.45,1.12,1.13,0.27,0.064,5.4,3.29,0.04,,,,0,0,,,0,,0,,197,137,26,191,,,757,,,,,,,,,,,,,,,,,,,,,,,,,,1101.892285,0,,59.83000183
Normal,71,0.1,12.69,0.64,2.47,0.14,0.065,4.21,3.17,0.04,,,,0,0,,,0,,40,,174,167,21,62,,,549,,,,,,,,,,,,,,,,,,,,,,,,,,799.1266376,0,,64.66000366
Normal,71.1,0.206,13.1,1.32,1.25,0.42,0.073,5.02,2.72,0.059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,42.5
Normal,71.1,0.25,12,1.99,2.2,0.42,0.111,4.3,4.15,0.096,,8.99,,84,60,,9.3,11,,,,88.5,431.3,16,76,8,,777,22.1,40.3,,16.6,2.9,0.82,,0.55,,0.32,,0.12,1.28,0.25,2.8,0.4,,12,2.5,,,,,,64.75,32.16885007,6.531531532,4.925161873,60.84999847
Normal,71.15,0.4,13.06,4.17,2,1.3,0.35,2.27,5.17,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,37
Normal,71.16,0.396,13.88,2.01,1.72,0.86,0.044,5.519,2.93,0.147,,5,,42,3,,5,2,8,72,20,144,464,9.4,200,10.6,3.3,1039,22,57,,27.2,5.6,,,,,,,,1,,4.9,,15,0.1,0,0.512188,0.707047,17.67231912,15.63538789,38.11500836,10390,32.02328967,12.61261261,2.538989395,61.83000183
Normal,71.18,0.32,13.34,1.599,1.58,0.41,0.04,5.17,3.95,1.93,,2.827,,,0,,1.943,2.763,,,,167,289.84,15,195,30,7.202,933,56.734,110.796,,28.735,5.415,1.022,,0.478,,,,,1.722,0.195280899,5.415,2.791,19,24.683,7.405,0.512444,0.706582,,,,37.79929506,82.58224163,12.19594595,6.771286294,59.59000015
Normal,71.2,0.23,13.21,1.08,1.42,0.28,0.063,6.31,2.42,0.04,,,,0,0,,,0,,33,,189,145,31,178,,,728,,,,,,,,,,,,,,,,,,,,,,,,,,1059.679767,0,,59.83000183
Normal,71.2,0.16,14.2,0.99,1.24,0.6,0.104,5.1,2.38,0.06,,0,,0,0,,1.3,1.6,5,50,19,160,78,17,64,20,7,346,9,21,2.4,9,2.4,0.38,2.4,0.44,3,0.57,1.6,0.25,1.7,0.25,,1.6,21,9,3.9,0.512421,0.70693,18.739,15.625,38.727,38.44444444,13.10043668,5.405405405,2.423580786,54.41999817
Normal,71.2,0.15,12.7,0.84,0.65,0.46,0.078,5.14,2.92,0.038,,9.2,,78,40,,52.9,29,,,,124.4,424.8,20,178,11,5.93,722,24.1,46.8,4.87,19.4,4.56,0.81,1.99,0.53,1.8,0.96,1.02,0.23,1.97,0.27,5.1,2.5,25.94,11,3,,,,,,65.63636364,35.08005822,10.27027027,3.41568988,42.5
Normal,71.3,0.25,13.38,1.14,1.27,0.34,0.065,5.37,3.29,0.05,,,,0,0,,,0,,32,,198,139,27,195,,,752,,,,,,,,,,,,,,,,,,,,,,,,,,1094.614265,0,,59.83000183
Normal,71.3,0.259,13.2,1.45,0.7,0.19,0.077,4.9,4.15,0.046,,,,110,65,,22,29,21,96,24.3,50,969,13,221,16,,1482,,,,,,,,,,,,,,,,,,,,,,,,,,2157.20524,0,,51.70000076
Normal,71.36,0.388,13.54,1.96,1.72,0.81,0.045,5.262,3.28,0.19,,1.24379562,,22.47049567,5,,1.9776,0.785244587,4.691082803,41.59117763,16,107.5589067,120.9759404,7.302977233,59.11381407,10.88028169,2.52285192,910.9834889,7.56,28.13345356,1.95323741,6.994985673,1.394841991,0.282998172,1.300934579,0.207434944,1.353383459,0.286472149,0.897744361,0.139692077,1.026315789,0.160244182,2.274442539,0.639252336,10.77429984,5.991575992,1.622183709,0.51219,0.707076,17.75944744,15.72173286,38.39584655,152.0440515,11.00436681,3.141536016,3.502861898,61
Normal,71.4,0.24,13.29,1.13,0.99,0.25,0.067,6.2,2.57,0.04,,,,0,0,,,0,,0,,202,126,25,187,,,780,,,,,,,,,,,,,,,,,,,,,,,,,,1135.371179,0,,59.83000183
Normal,71.47,0.277,13.25,1.53,1.43,0.49,0.043,4.28,3.88,0.093,,5.993576017,,49.7590667,11,,5.206470029,3.551048629,14.31244153,39.07261146,17,134.5001683,267.9028913,13.76400791,71.8134715,8.715189873,5.441860465,605.666004,21.19211823,42.70754717,4.572851806,15.85672798,2.858925144,0.557469077,2.524829372,0.364092847,2.252636513,0.445754717,1.324528302,0.196955281,1.341614907,0.206485963,2.165266865,0.365034965,15.12847966,13.04640971,2.536847768,,,,,,46.42396011,30.84733367,6.439020595,4.790687219,55.61000061
Normal,71.5,0.366,14.8,1.37,1.32,0.17,0.028,4.45,4.58,0.119,,15.43147208,,130.7075128,9,,12.04301075,3.968992248,21.53629316,81.19914347,21,48.49891226,513.6782424,24.14558367,162.6920263,6.107118644,1.220242338,504.6594982,20.77315828,43.5097897,6.154736081,26.37992832,5.562724014,1.450326323,5.110310022,0.71240029,4.542920029,0.902683104,2.610587382,0.363479511,2.401740392,0.365179225,4.677818182,0.485808581,17.08960573,6.139398386,1.561261922,,,,,,82.20015488,30.23749386,12.52865769,2.413466359,70.16999817
Normal,71.6,0.144,12.6,0.98,0.75,0.23,0.082,5.65,2.15,0.05,,14.2,,137,47,,19.9,30,,,,65,726,20,218,12,2.19,1182,40.8,88.3,,38.2,7.27,1.83,,0.731,,,,,1.54,0.229,6.46,0.78,13,8.28,1.93,,,,,,142.7536232,59.38864629,16.37387387,3.627036995,73
Normal,71.68,0.23,12.96,1.493,1.54,0.36,0.05,4.17,2.98,0.08,3.81,3.393,,,6.63,,,1.25,,,,174,170,,,,6.249,1104,46.788,89.889,,37.2,5.786,0.87,,0.613,,,,,1.97,0.279,4.69,1.5381,,22.833,5.996,,,,,,48.35107082,68.10480349,13.03153153,5.226154986,57.25
Normal,71.69,0.3,13.37,1.53,1.42,0.58,0.04,4.42,4.03,0.09,,1.59,,8.66,5,,0.706,0.535,3.47,47.2,17,164,89.5,16.8,179,13.9,9.69,1160,32.9,62,7.83,28.6,4.63,0.777,4.29,0.548,2.94,0.551,1.64,0.236,1.62,0.255,6.53,0.957,15,13.2,3.12,,0.70687,18.014,15.609,38.284,87.87878788,47.88937409,10.42792793,4.59241514,55.61000061
